,book_name,reader,review_rate,review_title,purchase_status,review_body,review_voting,review_country,review_date
71, Tao Te Ching (Illustrated Journey) ,DanceMagick,5.0,Loved it! I love this translation,1,"          Loved it!  I love this translation... I have devoured this book already twice and plan to read it over and over again.  Beautiful, too.  ",0,United States ,2016-03-02
72, Tao Te Ching (Illustrated Journey) ,C. Medine,5.0,Very nice gift edition,1,          I gave this as a gift and the person was really touched. She particularly loved the illustrations. Gorgeous book.  ,0,United States ,2015-03-10
73, Tao Te Ching (Illustrated Journey) ,Casey D.,5.0,Beautiful guidance in this book,1,          Beautiful guidance in this book. I use it daily and will by more copies as to give as gifts.  ,0,United States ,2017-06-17
74, Tao Te Ching (Illustrated Journey) ,AE,5.0,"Excellent book, very eye opening",1,"          Excellent book, very eye opening.I recommend it for everyone, not just people who are into Tao.Some real life lessons in there.  ",0,United States ,2015-11-23
75, Tao Te Ching (Illustrated Journey) ,Surfin Luna,5.0,The Tao Te Ching for All Our Lives,1,"          I picked up this book because of a recommendation in a very inspirational book I read by Dr. Wayne Dyer (may he now rest peacefully...your wisdom will live on!).I found the Tao very easy to read, & yet...very difficult to grasp!  I have read & re-read it many times now.  ""The Tao is all & nothing, in doing nothing you achieve all.""  It's a lot to grasp.  But each page is worth meditating on, as each lesson really has lifelong practicality.  A lovely book, beautiful illustrations, & so quick & easy to get through.  You could really read the entire thing in a short sitting!  But then, go back & take your time...absorb it...there is so much being said in the short paragraphs.  Happy journey!  ",0,United States ,2015-09-12
76, Tao Te Ching (Illustrated Journey) ,Christine E. R.,4.0,Four Stars,1,          Enjoyable to read when it is broken into poem like sections. The artwork makes it even better.  ,0,United States ,2015-08-08
77, Tao Te Ching (Illustrated Journey) ,Josh,5.0,Great book. Love the illustrations,1,"          Great book. Love the illustrations, perfect for a daily meditation and reflection, or to just pick up at random and find something to ponder.  ",1,United States ,2015-04-01
78, Tao Te Ching (Illustrated Journey) ,universal bookworm,4.0,Four Stars,1,          Profound and enlightening  ,0,United States ,2018-03-20
79, Tao Te Ching (Illustrated Journey) ,lala,4.0,Four Stars,1,          Nice book  ,0,United States ,2016-11-21
80, Tao Te Ching (Illustrated Journey) ,Kenneth Kent,5.0,Tao Te Ching,1,          This is a poetic and brilliant translation of a great body of work. Wonderful illustrations. A recommended read. My favorite version.  ,0,United States ,2013-11-07
81, Tao Te Ching (Illustrated Journey) ,Avidreader,5.0,Timely,1,          This book is full of wisdom; especially in today's world.  Highly recommended in the uncertain situations in which we live.  ,0,United States ,2014-06-23
82, Tao Te Ching (Illustrated Journey) ,Justa Nuthaguy,1.0,THIS IS NOT THE STEPHEN MITCHELL VERSION,1,"          I came here from a link on the page of Stephen Mitchell's translation, but THIS IS NOT IT. Very disappointed in this linking error.  ",1,United States ,2018-10-30
83, Tao Te Ching (Illustrated Journey) ,J D,5.0,"Raw ancient wisdom, excellent translation",1,"          Whether you buy this or another translation that you prefer, this book belongs on every book shelf. Allow Lao Tzu to help you return to your source.  ",0,United States ,2013-08-14
84, Tao Te Ching (Illustrated Journey) ,Lacool,1.0,over interprets,1,          no  ,0,United States ,2020-05-18
85, Tao Te Ching (Illustrated Journey) ,SharleneB,3.0,Three Stars,1,          I thought I would feel a Spiritual connection.  ,0,United States ,2018-02-25
86, Tao Te Ching (Illustrated Journey) ,Robert R. Connor lll,5.0,Five Stars,1,          Great philosophy  ,0,United States ,2017-08-15
87, Tao Te Ching (Illustrated Journey) ,Jan Francis,5.0,Tao,1,          Beautifully illustrated with a modern translation making the message clear. Would make a lovely gift for anyone with a spiritual inclination.  ,0,United States ,2013-05-17
88, Tao Te Ching (Illustrated Journey) ,Tanner Mueller,5.0,Good read,1,          Liked it very much. You should read it twice if u have the chance. Very enlightened book from old times.  ,0,United States ,2018-03-02
89, Tao Te Ching (Illustrated Journey) ,Gordon Miller,4.0,Four Stars,1,          A great addition to my collection  ,0,United States ,2016-05-05
90, Tao Te Ching (Illustrated Journey) ,DJG,5.0,Beautiful & profound in its simplicity.,1,          Classic spiritual book that teaches beautifully.  ,0,United States ,2015-11-12
91, Tao Te Ching (Illustrated Journey) ,DennisValentine,5.0,A beautiful book,1,"          Very simply, a beautiful book.  Wonderful illustrated copy of the Tao Te Ching  ",0,United States ,2014-12-06
92, Tao Te Ching (Illustrated Journey) ,rctbone,5.0,A GEM,1,          Beautiful illustrations and excellent quality made this little book a gem of the Tau.  Highly recommended  ,1,United States ,2015-06-27
93, Tao Te Ching (Illustrated Journey) ,CAU Alum,5.0,Five Stars,1,          Beautiful reading...life lessons  ,0,United States ,2015-11-22
94, Tao Te Ching (Illustrated Journey) ,Lisa Walker England,5.0,Classic and timeless. Always worthwhile to pick this up ...,1,"          Classic and timeless. Always worthwhile to pick this up and read a passage. Though, it will likely leave your brain hurting ...  ",0,United States ,2016-09-29
95, Tao Te Ching (Illustrated Journey) ,kestrel,5.0,A book to lean on,1,"          I have loved Stephen Mitchell's translation of the TAO TE CHING for a long time. A friend heard one passage and wanted a copy so when I looked on Amazon, this illustrated version was available which is lovely and makes a nice gift.  But the real gift is the translation.  Not ""too loose"", not ""too tight."" It has been a balm to me in difficult times and a joy to me in others. Buy any version to read but this is a very lovely copy with the illustrations.  ",0,United States ,2012-02-01
96, Tao Te Ching (Illustrated Journey) ,Nanea,5.0,Five Stars,1,          I carry it in the car to meditate on when I have a few extra minutes.  ,0,United States ,2015-03-16
97, Tao Te Ching (Illustrated Journey) ,Patches,5.0,Attractive book.,1,          The books appearance is good. The change of wording inside is a minor one and still fits the original idea.  ,0,United States ,2014-06-27
98, Tao Te Ching (Illustrated Journey) ,Ty H,5.0,Five Stars,1,          My favorite Tao te Ching book. Practical and applicable for everyday life.  ,1,United States ,2017-07-20
99, Tao Te Ching (Illustrated Journey) ,BBEP,5.0,Five Stars,1,          A great read.  ,0,United States ,2015-11-23
100, Tao Te Ching (Illustrated Journey) ,James Compton,5.0,Great book!,1,          Straight and to the point...has some similarities to Ecclesiastes's. definitely a must read book! Should be in everyone's home library.  ,0,United States ,2017-03-29
101, Tao Te Ching (Illustrated Journey) ,Doctor G.,4.0,beautiful book,1,          beautifully done book. great philosophy of life.  ,0,United States ,2015-04-11
102, Tao Te Ching (Illustrated Journey) ,Artford9,5.0,Five Stars,1,          Beautiful book! Wonderfully illustrated and the best of Tao Te Ching.  ,0,United States ,2014-09-25
103, Tao Te Ching (Illustrated Journey) ,Deva Ludwig,5.0,Beautiful,1,"          Beautiful book, beautiful translation by Stephen Mitchell. This book is a great additional to my CDs of Stephen Mitchell's translations of the Tao.  ",0,United States ,2014-02-02
104, Tao Te Ching (Illustrated Journey) ,Erika Stallard,5.0,Five Stars,1,          Great book!!  ,0,United States ,2015-10-16
105, Tao Te Ching (Illustrated Journey) ,The Traveler,5.0,An inspirational book that's beautiful inside and out,1,          The book is beautiful to look at and beautiful to read.  ,0,United States ,2014-08-21
106, Tao Te Ching (Illustrated Journey) ,Rebecca,5.0,Fascinating!!,1,"          This translation is absolutely magickal! Everything about it is sheer poetry. Mitchell's translation may not be word-for-word, but he creates a poetic version that tells the story as it was meant to be told in English format. This translation is nowhere near dry reading, so if you've read other translations and found yourself bored or confused, give this one a try.  ",1,United States ,2009-09-23
107, Tao Te Ching (Illustrated Journey) ,xiao sun,2.0,"It's a nice book, but the creation of STEPHEN MITCHELL",1,"          The book is really nice, even beyond my expectation. Nice and smooth paper, with beautiful and very in-tune Chinese brush arts.Nonetheless, only after reading it for a while, I realized that this is not Tao de Ching at all. OMG, it's more different from the original than the Disney adapted ""Mulan"" ! For a movie, it might be okay. But for a philosophy work... The most interesting thing of reading Tao-deching is to see what the greatest thinker was thinking in 2600 years ago, when we have not been completed tamed by the upper structures of civilization!Stephen Mitchell, who is this guy...Wikipedia said he doesn't even know Chinese, how could he translate something written in very ancient classic Chinese?For example, in Chapter 46, in Chinese it says ""When  a country is in harmony with Tao, warhorses work in the field for farmers, when a country is not in harmony with Tao, even pregnant warhorses went to war-field, and have to given birth of ponies there""In Mitchell's version (this book), it says""When a country ... with Tao, the factories make trucks and tractors....""Future, the following paragraph saying all the stuff about ""fear"", where the original text is about ""knowing enough"". For the conclusion, Mitchell writes that ""whoever can see through all fear will always be safe"". What is this? ""Chicken soup for the soul"" ? Taodeching actually says "" therefore the sufficiency of knowing sufficiency is an eternal sufficiency""...I'm a Chinese, originally I planned to send this to a friend, now I decided to rewrite the translation from others (like that by Charles Muller) on the nice paper of this book.  ",12,United States ,2014-05-01
108, Tao Te Ching (Illustrated Journey) ,Jennifer Slusher,5.0,... this as a gift for my Mother-in-law and she loved,1,          I bought this as a gift for my Mother-in-law and she loved it  ,0,United States ,2015-02-10
109, Tao Te Ching (Illustrated Journey) ,DuArte,5.0,Five Stars,1,          Great deal!..  ,0,United States ,2015-04-26
110, Tao Te Ching (Illustrated Journey) ,Eugene Paul,5.0,Another Stephen Mitchell Gem,1,"          I have bought all of his translated works, this one in different editions. Read his choice of words aloud and you will hear the difference.  ",0,United States ,2013-04-05
111, Tao Te Ching (Illustrated Journey) ,Read & Rite,5.0,Wonderful book,1,          I love this book. It so easy to understand.  ,0,United States ,2014-08-20
112, Tao Te Ching (Illustrated Journey) ,Jianghui Li,5.0,Five Stars,1,          Good book.  ,0,United States ,2015-01-19
113, Tao Te Ching (Illustrated Journey) ,Priscilla F.,5.0,beautiful book,1,          Like the illustrations  ,0,United States ,2014-09-07
114, Tao Te Ching (Illustrated Journey) ,rg4,5.0,Fast service!,1,          Looks great!  ,0,United States ,2018-12-09
115, Tao Te Ching (Illustrated Journey) ,David Yarbrough,5.0,Great book,1,          Totally enjoyed this wonderful book...  ,0,United States ,2015-06-20
116, Tao Te Ching (Illustrated Journey) ,nick drinks,3.0,Not the Tao Te Ching,1,"          This is a translation by a modern westerner and it is pretty obvious, still a great read but was disapointed when it said when a country is aligned with the tao its factories make trucks and tractors. I don't believe trucks or tractors are aligned with the tao but who knows.  ",0,United States ,2013-10-17
117, Tao Te Ching (Illustrated Journey) ,Joseph E. Galligan,5.0,The original self-help book,1,"          Fantastic book for people trying to recover from being intellectuals. If you can describe it, you don't know what it is. Major intellectual buzzkill.  ",1,United States ,2013-03-12
118, Tao Te Ching (Illustrated Journey) ,AK,5.0,loved it!,1,          great book  --  enjoyed it and will use it for further reference.  ,0,United States ,2014-07-02
119, Tao Te Ching (Illustrated Journey) ,Susan,5.0,Truly a work of art,1,          Reading this was an enlightening and inspiring journey. The illustrations only served to stimulate the reader's mind and assist in setting the tone for the philosophy presented. I knew I had to have this in my permanent library the first time I read it. It is a beautiful work of art.  ,0,United States ,2013-10-26
120, Tao Te Ching (Illustrated Journey) ,Christopher Ritter,5.0,Five Stars,1,          This is perhaps the most dense collection of wisdom ever recorded.  ,0,United States ,2014-10-02
121, Tao Te Ching (Illustrated Journey) ,Rick,5.0,Dense with wisdom and beautifully translated.,1,          This is a must have. And if someone is mentally and spiritually ready for this book it's a great gift.  ,0,United States ,2013-04-16
122, Tao Te Ching (Illustrated Journey) ,jOhN Anthony,5.0,Vivid Beauty,1,"          Writing like this hints our spirits used to soar, whispers we have lost direction and sings there is a way back.  ",3,United States ,2015-03-13
123, Tao Te Ching (Illustrated Journey) ,Im4lv!,5.0,Five Stars,1,          Thought provoking!  ,0,United States ,2016-08-22
124, Tao Te Ching (Illustrated Journey) ,Robert,5.0,Timeless,1,          Excellent!  ,0,United States ,2017-12-17
125, Tao Te Ching (Illustrated Journey) ,Dave B,3.0,"Pictures are very nice, but the words are Mr",1,"          Pictures are very nice, but the words are Mr. Mitchell's interpretation which is loosely based on the original and much Americanized. It doesn't give the same depth of feel as, say, Ellen M. Chen's translation, which, by the way, is outstanding. In fact, Mitchell's version could have been entirely made up and given the title as if it were somehow the same. If you are looking for a good version, go with Chen.  ",1,United States ,2015-05-23
126, Tao Te Ching (Illustrated Journey) ,Amazon Customer,4.0,Four Stars,1,          Love the pictures. The wording I don't like as much as another version I have.  ,0,United States ,2017-09-23
127, Tao Te Ching (Illustrated Journey) ,Amazon Customer,5.0,Five Stars,1,          awesome! thanks  ,0,United States ,2016-04-29
128, Tao Te Ching (Illustrated Journey) ,Robert L. Dade,4.0,I truly loved the Classic Chinese artwork,1,          I truly loved the Classic Chinese artwork; definately helps set a tone for meditating on each chapter of the TTC.  ,1,United States ,2015-02-15
129, Tao Te Ching (Illustrated Journey) ,Landon Taylor,5.0,Beautiful book,1,"          A graphically gorgeous book, a fluid translation, a joy to read and ponder.  ",0,United States ,2016-05-19
130, Tao Te Ching (Illustrated Journey) ,Gilbert,5.0,Perfect,1,          Perfect.  ,0,United States ,2015-02-11
131, Tao Te Ching (Illustrated Journey) ,BusyMom,5.0,Great start and beautiful to boot,1,"          Stephen Mitchell's translation is a great intro to the Tao.  Simple, a little convoluted at times and yet somehow straight to the point.  I bought this illustrated hardcopy as a gift and keep a text version as my guide.  ",4,United States ,2006-11-24
132, Tao Te Ching (Illustrated Journey) ,Wendy C. Reveri,5.0,Excellent translation,1,          Very approachable text with an introduction giving some of the background behind the original as wll as clear translator's notes. The illustrations are beautiful.  ,0,United States ,2013-03-16
133, Tao Te Ching (Illustrated Journey) ,Delilah J Shank,5.0,Five Stars,1,          Beautiful translation and wonderfully illustrated as well.  ,0,United States ,2016-03-28
134, Tao Te Ching (Illustrated Journey) ,Akil G.,5.0,Great,1,          Great book and the purchase was smooth also got exactly what I ordered no problems.  ,0,United States ,2015-10-12
135, Tao Te Ching (Illustrated Journey) ,charlie wildey,5.0,Beautiful,1,"          This is a beautiful edition of a beautiful text.  The art is great, and the print is high-quality.  It's great.  ",0,United States ,2014-01-11
136, Tao Te Ching (Illustrated Journey) ,Liliane Aislyn,5.0,Five Stars,1,          Appeals to my inner chinese zen master.  ,0,United States ,2015-10-23
137, Tao Te Ching (Illustrated Journey) ,Rocky,5.0,This is my favorite book. I've given this book as a gift ...,1,          This is my favorite book.  I've given this book as a gift to over 30 people.  ,0,United States ,2014-09-06
138, Tao Te Ching (Illustrated Journey) ,Margaret Brunnock,5.0,Beautiful Book,1,"          I use this book for a Tao Te Ching group which I have recently joined. When I showed th group the copy of the book I bought from Amazon, they agreed that it was beautifully done and in perfect condition.  ",0,United States ,2013-04-14
139, Tao Te Ching (Illustrated Journey) ,M J Dowling,5.0,Five Stars,1,          excellent copy  ,0,United States ,2015-01-06
140, Tao Te Ching (Illustrated Journey) ,Marilyn Bourguignon,5.0,Five Stars,1,          very pleased  ,0,United States ,2014-12-03
141, Tao Te Ching (Illustrated Journey) ,Bill Nesbit,5.0,Clear and concise,1,"          This is the simplest and most understandable translation of the Tao.  The Tao itself stresses simplicity, and Stephen Mitchell's translation is an excellent example of applying the Tao.  ",1,United States ,2011-05-18
142, Tao Te Ching (Illustrated Journey) ,Ashley Ross,5.0,Five Stars,1,          Beautiful  ,0,United States ,2015-09-19
143, Tao Te Ching (Illustrated Journey) ,H Galveston,5.0,but it makes me feel better when I read a passages,1,"          I don't understand it, but it makes me feel better when I read a passages.  ",0,United States ,2014-08-27
144, Tao Te Ching (Illustrated Journey) ,Inice Collin,5.0,Five Stars,1,          Exquisite art. Exquisite translation.  ,0,United States ,2015-05-19
145, Tao Te Ching (Illustrated Journey) ,Amazon Customer,4.0,Four Stars,1,          Ancient and timeless knowledge.  ,0,United States ,2017-01-07
146, Tao Te Ching (Illustrated Journey) ,Sophrosyne,5.0,very good,1,          this is my very favorite spiritual book so maybe i am a little biased.  the illustrations are beautiful and the translation seems like a good one; very comprehendible.  i got a copy for my grandmom who is about 94 y.o. and she seems to find it very comforting.  ,0,United States ,2014-04-03
147, Tao Te Ching (Illustrated Journey) ,samantha,5.0,A beautiful way to read the Tao,1,"          The Tao Te Ching is one of the most important works of spiritual philosophy, and this translation with the accompanying pictures makes it even more delightful and fun to absorb the wisdom in these pages.  ",0,United States ,2012-11-10
148, Tao Te Ching (Illustrated Journey) ,Dee,5.0,Ancient wisdom! Priceless,1,          Best book ever! I can read over and over again and learn something new each time!  ,0,United States ,2016-05-04
149, Tao Te Ching (Illustrated Journey) ,Diana Philpot,5.0,Beautifully Rendered Translation,1,          I just recently discovered this little book so essential to the spiritual explorer. This version is beautifully illustrated and one of the best translations I've seen. A joy to read and contemplate.  ,1,United States ,2013-01-09
150, Tao Te Ching (Illustrated Journey) ,Ericasp,5.0,great price!,1,          new! great price!  ,0,United States ,2016-03-02
151, Tao Te Ching (Illustrated Journey) ,Amazon Customer,5.0,Five Stars,1,          excellent  ,0,United States ,2016-05-16
152, Tao Te Ching (Illustrated Journey) ,Chyskye,1.0,Foul Ball!,1,"          This is not what I wanted.  It was linked as the Kindle version of ""Tao te Ching"" by Stephen Mitchell, and I failed to notice that it was a different book before clicking.  ",2,United States ,2016-11-28
153, Tao Te Ching (Illustrated Journey) ,Mc Wixon,5.0,Five Stars,1,          Good read  ,0,United States ,2015-02-28
154, Tao Te Ching (Illustrated Journey) ,Bishan Ruder,5.0,Five Stars,1,          Great read!  ,0,United States ,2015-08-17
155, Tao Te Ching (Illustrated Journey) ,Daniel Zimmerman,5.0,Five Stars,1,          Great book  ,0,United States ,2015-09-14
156, Tao Te Ching (Illustrated Journey) ,Georgia McAfee,5.0,Gift,1,          Gave this book to my son for Christmas. He requested it. He really likes the book as it is very interesting & informative.  ,0,United States ,2014-04-11
157, Tao Te Ching (Illustrated Journey) ,Il Diavolo,3.0,Meh,1,          Has some value but Lao Tzu contradicts himself in several places. A little wisdom surrounded by a forest of gibberish.  ,0,United States ,2015-08-20
158, Tao Te Ching (Illustrated Journey) ,Heather B.,4.0,Beautiful and Thoughtful,1,          My dream circle facilitator uses this book to enter in at the beginning of our meetings.  It is beautiful and thoughtful edition.  ,0,United States ,2016-04-12
159, Tao Te Ching (Illustrated Journey) ,owen jiang,2.0,Trick into this kindle Tao Te Ching book by Amazon misleading link,1,"          Translated poorly from Lao Tzu original words and mind. When I searched Stephen Mitchell Tao Te Ching book, Amazon page mislead me to this kindle version. I overlooked and clicked then get this one. Not good at all, I was fooled by Amazon link, have to take $.99 lost. Learn the lesson.I end up to order Stephen Mitchell Tao Te Ching paper version book.  ",1,United States ,2016-05-07
160, Tao Te Ching (Illustrated Journey) ,Jessica B. Strater,5.0,instructions for life or beautiful poetry?,1,"          Simple and filled with timeless wisdom, the Tao reveals new depths every time you read it.  Each of the 81 short chapters read like a poem.  The prints add to the beauty and meditative quality of this book.  It is a treasure and a beautiful gift.  ",1,United States ,2011-06-13
161, Tao Te Ching (Illustrated Journey) ,Blake,5.0,Tao Te Ching,1,          I bought this book for my girlfriend. It is cool. I haven't read it yet but I would like to. This version is really beautiful with very simple but elegant illustrations. She loves it.  ,0,United States ,2012-02-21
162, Tao Te Ching (Illustrated Journey) ,Debi Stanley-Long,5.0,Five Stars,1,          I loved how easy this was to read.  ,0,United States ,2014-09-20
163, Tao Te Ching (Illustrated Journey) ,Michael J Stewart,5.0,My favorite translation of the Tao Te Ching,1,          A wonderful translation with absolutely gorgeous illustrations  ,0,United States ,2015-10-13
164, Tao Te Ching (Illustrated Journey) ,Pat O,5.0,A Must Have,1,          This translation is beautiful and so very inspiring.  I've had a copy of it for years.  This was purchased as a gift for a family member.  Everyone should have the joy of owning and reading this book.  ,0,United States ,2012-10-21
165, Tao Te Ching (Illustrated Journey) ,Amazon Customer,5.0,Good gift,1,"          Purchased this as gift for a friend, and wound up ordering another copy for ourselves.  Very readable & beautiful edition.  ",0,United States ,2013-01-05
166, Tao Te Ching (Illustrated Journey) ,Peter Hornat,4.0,beautifully illustrated. I have read other english translations that ...,1,          beautifully illustrated.  I have read other english translations that feel truer to me.  ,0,United States ,2016-01-28
167, Tao Te Ching (Illustrated Journey) ,Christiaan Mantz,5.0,Awesome!,1,"          There is wisdom in every sentence. I you are ready for it, it is awesome. Somethings can only be understood through meditativeness, since they are beyond logic. It is more about embodiment than understanding.  ",1,United States ,2012-12-27
168, Tao Te Ching (Illustrated Journey) ,Kelly M Forrest,5.0,Five Stars,1,          Excellent  ,0,United States ,2015-04-29
169, Tao Te Ching (Illustrated Journey) ,Alla Panvini,5.0,The greatest translator of ancient texts,1,          Stephen Mitchell IS truly the greatest translator of the ancient textsSee his other books at amazon.com.  ,1,United States ,2010-06-01
170, Tao Te Ching (Illustrated Journey) ,Kyle Clark,4.0,Tao Te Ching,1,          I thought this book was translated nicely in comparison to a couple others I have read which were kinda hard to understand... This is a simple and beautiful little book.. I have really enjoyed it  ,1,United States ,2012-03-12
171, Tao Te Ching (Illustrated Journey) ,Hester,3.0,A Guide to Tao Te Ching that is beautifully illustrated.,1,"          A comfortable book to use as an introduction to a philosophy that was previously unknown to you, your first step to learning.  ",0,United States ,2013-01-27
172, Tao Te Ching (Illustrated Journey) ,MrsZ,5.0,Five Stars,1,          Great condition! Boyfriend loved it :) thanks!  ,0,United States ,2014-12-25
173, Tao Te Ching (Illustrated Journey) ,SharktopusRex,4.0,Great!,1,          The item came in a timely fashion and since it was a Christmas gift it meant a lot that it came with no scratches or tears. My friend loved it!  ,0,United States ,2012-12-28
174, Tao Te Ching (Illustrated Journey) ,Tim Meyer,3.0,Nice looking book.,1,"          This book is very visually appealing, and has the basic text of the original. It seems to be a good translation.Unfortunately this is more of a coffee table book then an everyday use reading book. The readability is lower than I had hoped, because the binding is already coming apart.  ",2,United States ,2010-11-22
175, Tao Te Ching (Illustrated Journey) ,Jon,5.0,Best Yet,1,"          I really like the translation. Learned about this one from Dr Wayne Dyer's book ""Change Your Thoughts Change Your Life"".  ",2,United States ,2016-06-10
176, Tao Te Ching (Illustrated Journey) ,paul,1.0,Poor interpretation,1,          This interpretation is difficult to read and misses the essence of the Tao. I suggest you find another version of the Tao Te Ching.  ,0,United States ,2016-08-31
177, Tao Te Ching (Illustrated Journey) ,Amazon Customer,3.0,kinda,1,          Was okay har to gaspt you're head around that thoughtpattern but a book I would prefer my friends  ,0,United States ,2017-05-04
178, Tao Te Ching (Illustrated Journey) ,Kindle Customer Rincon 11,1.0,One Star,1,          I thought I was buying The Tao  by Stephen Mitchell  ,3,United States ,2016-08-14
179, Tao Te Ching (Illustrated Journey) ,Dennis Littrell,5.0,"Beautiful book, worth owning",1,"          There are several books by the amazing Stephen Mitchell on the ""Tao Te Ching."" The two that I know--this one and his Harper Perennial ""Tao Te Ching"" (2006)--use his free-flowing and poetic translation from 1988. This book is also distinguished by the beautiful artwork on Taoist themes selected by Stephen Little.Mitchell is a master at turning religious works into contemporary English poetry while being essentially true to the original. Noteworthy is his graceful translation of the Gita in ""Bhagavad Gita: A New Translation"" (2000). However Mitchell does not know Chinese and therefore in effect is interpreting translations augmented by his scholarship and literary experience. Some people find this off-putting but I think it's okay as long as you are not looking for most faithful to the ""original"" rendering.I have read the Tao in several English translations (or renderings) and I can say that Mitchell's is one of the best. By ""best"" I mean as a work of religious literature that is essentially true to the meaning and spirit of the original. It is interesting in this regard to note that Mitchell wrote that ""...the most essential preparation for my work was a fourteen-year-long course of Zen training, which brought me face to face with Lao-tzu and his true disciples and heirs, the early Chinese Zen Masters.""Mitchell adds (in true Taoist paradoxical style) ""With great poetry, the freest translation is sometimes the most faithful... If I haven't always translated Lao-tzu's words, my intention has always been to translate his mind."" (The quotes are from the Foreword he wrote for the Harper Perennial book mentioned above.)A nearly instant test of a rendering of the ""Tao"" is a quick look at the opening couplet and at one or two of the most famous chapters. Here's Mitchell's opening couplet:""The tao that can be toldis not the eternal TaoThe name that can be namedis not the eternal Name.""For comparison let's look at some other translations. Here's J. Legge's version (from ""Sacred Books of the East,"" Volume 39 1891):""The Tao that can be trodden is not the enduring and unchanging Tao. The name that can be named is not the enduring and unchanging name.""There's a clear difference in the first line. Mitchell writes of the tao being told (small ""t"" indicating not the eternal Tao) while Legge refers to a ""Tao"" that can be walked upon not being the real unchanging Tao.Since I don't read Chinese I don't know which is truer to the original text--or actually texts since translators who do read the Chinese characters typically rely on several versions. The simple truth is nobody knows what the ""original"" ""Tao Te Ching"" looked like. In fact it almost certainly came down from an earlier oral tradition. Consequently a free translation may indeed be the ""best.""Okay, let's now look at another translation of the first two lines, this time by Derek Lin from his book, ""Tao Te Ching: Annotated and Explained"" (2006):""The Tao that can be spoken is not the eternal TaoThe name that can be named is not the eternal name""This is virtually the same as Mitchell's rendering.One more, this time from Robert G. Henricks' ""Lao-Tzu Te-Tao Ching: A New Translation Based on the Recently Discovered Ma-Wang-Tui Texts"" (1989):As for the Way, the Way that can be spoken of is not the constant Way;As for names the name that can be named is not the constant name.""This examination of fine points of course is contrary to the Way (not to mention Zen) now that I think about it. Still it is fun to do. So let's do one more. Here are Mitchell's first few lines of the famous Chapter 41:""When a superior man hears of the Tao,he immediately begins to embody it.When an average man hears of the Tao,he half believes it, half doubts it.When a foolish man hears of the Tao,he laughs out loud.If he didn't laugh,it wouldn't be the Tao.""Here's Legge's version:Scholars of the highest class, when they hear about the Tao,earnestly carry it into practice. Scholars of the middle class, whenthey have heard about it, seem now to keep it and now to lose it.Scholars of the lowest class, when they have heard about it, laughgreatly at it. If it were not (thus) laughed at, it would not be fitto be the Tao.And here is Lin's version:""Higher people hear of the TaoThey diligently practice itAverage people hear of the TaoThey sometimes keep it and sometimes lose itLower people hear of the TaoThey laugh loudly at itIf they do not laugh, it would not be the Tao""My vote is for Mitchell's ""freer"" version.One of the things I don't like about Mitchell's translation is his alternative use of the pronouns ""he"" and ""she."" It's a shame that English does not have a gender neutral first person singular; however I think that, since the ""Tao Te Ching"" is the most feminine of all the great religious works of the world added to the fact that the Tao is itself considered feminine, Mitchell should have gone exclusively with ""she.""Finally what I want to say is that what Mitchell brings to the translation of the ""Tao Te Ching"" is vast poetic and spiritual experience. When he says he was ""face to face"" with Lao-tzu he means that everything he had learned in his life up to that time allowed him to understand the old master in a way that a less experienced person could not.--Dennis Littrell, author of ""Yoga: Sacred and Profane (Beyond Hatha Yoga)""  ",1,United States ,2013-06-16
180, Tao Te Ching (Illustrated Journey) ,tepi,5.0,Somehow I don't think Old Master Lao would mind.,1,"          I was a bit bothered by Stephen Mitchell's version at first, but after spending more time with it begin to have second thoughts.  It's true  that he hasn't given us a literal reading of Lao Tzu's text.  He's dropped bits here and there, and seems to have sneaked in a few bits  of his own.  But hey!  Surely a guy who has survived fourteen years of Zen torture, erh... training, has earned some rights?In effect what Mitchell has done is to give us a stripped-down and  modernized re-working of the Tao Te Ching.  This strategy has led to  some very real benefits.  Most of the obscurer parts, parts that even have Chinese scholars scratching their heads, seem to have pretty well gone.  Also gone is the wordiness that finds its way into so many  other translations.  What remains is the essence, and it stands  out clearly.Frankly I don't think you'll miss much of Lao Tzu's message of simplicity, patience, compassion.  No important notion seems to have  been lost.  And Mitchell's language has a wonderful simplicity and directness.  Here's an example chosen at random from Chapter 9, with  my slash marks to indicate line breaks:""Chase after money and security / and your heart will never unclench. / Care about people's approval / and you will be their prisoner.""These are important truths.  Two of the many in this text that we do  well to keep in mind.  And ""unclench"" -- the grasping heart as a tight clenched fist -- is a very nice touch. Of course, it isn't  exactly what Lao Tzu said.  But somehow I don't  think Old Master Lao would mind.  In fact, he'd probably feel honored  by the paintings too.  ",7,United States ,2001-05-16
181, Tao Te Ching (Illustrated Journey) ,P. Rose,5.0,This book was recommended to me by a friend and as I'm a ...,1,"          This book is full of teachings for daily living, mindfulness, and clarity in seeing and meeting challenges throughout a lifetime.  The teachings are lovely and quite thought provoking and the artwork in this particular version is also quite lovely.  This book was recommended to me by a friend and as I'm a great lover of the library, where I first found this book, I purchased this particular version to have in my personal library for many years of philosophical discovery with each time I've re-read it.  As far as reading, the entire book could likely be read in about an hour, yet with the wealth of knowledge and depth of philosophy, also allows one to read one page at a time, and that may also be enough for one to ponder upon for some time.  Excellent book - I own the hard cover to preserve the art as well.  ",0,United States ,2015-12-30
